  17267.4285   5789.644814   4.203   Th     I      L
  17259.1237   5792.430723   4.188   Th     I      L
  17248.2902   5796.068933   3.79    Th     I      L
  17230.4161   5802.081595   3.176   Ar     I      L
  17190.8914   5815.421655   3.974   Th     II     L
  17081.4519   5852.680944   3.997   Th     I      L
  17079.1362   5853.474514   4.038   Th     I      L
  17077.2518   5854.120429   3.93    Th     I      L
  17059.2128   5860.31081    3.661   Ar     I      L
  17049.2972   5863.719119   3.925   Th     I      L
  16994.5054   5882.624429   3.596   Ar     I      L
  16985.6219   5885.701097   4.187   Th     I      L
  16969.0451   5891.45079    4.128   Th     I      L
  16871.8109   5925.404219   4.006   Th     I      L
  16869.4547   5926.231866   4.17    Th     I      L
  16731.5835   5975.065492   4.422   Th     I      L
  16697.3914   5987.301034   3.406   Ar     I      L
  16692.5297   5989.044879   4.341   Th     II     L
  16687.0643   5991.006437   4.226   Th     I      L
  16658.7112   6001.203223   4.001   Th     I      L
  16647.72     6005.16538    4.119   Th     I      L
  16642.4369   6007.071707   4.217   Th     I      L
  16633.8842   6010.160403   4.242   Th     I      L
  16603.8394   6021.035954   4.358   Th     I      L
  16592.5019   6025.15012    3.47    Ar     I      L
  16577.9344   6030.444634   4.051   Th     I      L
  16555.3236   6038.680894   3.927   Th     I      L
  16516.9157   6052.723191   3.624   Ar     I      L
  16515.1212   6053.380881   4.067   Th     I      L
#  16461.4885   6073.103405   3.785   Th     II     L
  16444.9174   6079.223155   3.969   Th     I      L
  16421.1282   6088.030147   4.435   Th     I      L
  16413.6972   6090.786428   3.206   Ar     I      L
  16392.1217   6098.803276   3.695   Ar     I      L
  16384.2718   6101.725299   4.051   Th     I      L
  16381.9371   6102.594888   4.264   Th     I      L
  16373.7803   6105.635022   3.722   Ar     I      L
  16368.6914   6107.533218   3.758   XX     0      L
  16269.5317   6144.757809   3.06    Th     I      L
  16250.3973   6151.993136   4.522   Th     I      L
  16243.7375   6154.515407   3.569   Th     I      L
  16018.7613   6240.953508   3.786   Th     I      L
  16013.201    6243.120579   3.894   Ar     II     L
  15976.5997   6257.423258   4.212   Th     I      L
#  15876.5065   6296.873431   3.731   Ar     I      L
  15849.3632   6307.657424   3.75    Ar     I      L
  15813.8566   6321.820008   3.276   Th     I      L
  15789.8935   6331.414229   3.443   Th     I      L
  15677.1914   6376.930646   4.294   Th     I      L
  15651.5069   6387.39542    4.288   Th     I      L
  15420.4983   6483.0833     4.172   Ar     II     L
  15402.3141   6490.737378   4.369   Th     I      L
  15396.4786   6493.197488   3.993   Th     I      L
  15101.6929   6619.945897   4.239   Th     II     L
  15060.118    6638.221029   4.191   Ar     II     L
  15058.5508   6638.911903   4.118   Th     I      L
#  15056.671    6639.740761   4.078   Ar     II     L
  15001.7455   6664.050878   3.809   Ar     I      L
  14996.5522   6666.358628   4.231   Ar     II     L
  14977.818    6674.696969   4.531   Th     I      L
  14956.3153   6684.293258   4.377   Ar     II     L
  14926.3497   6697.712496   4.096   Th     I      L
  14923.7609   6698.874332   3.819   Ar     I      L
  14774.3664   6766.612079   4.089   Ar     I      L
  14648.6644   6824.677603   4.336   Th     I      L
  14643.1467   6827.249245   3.692   Ar     I      L
  14639.3164   6829.035562   4.617   Th     I      L
  14541.9645   6874.753192   4.511   Th     I      L
  14531.7565   6879.582453   3.88    Ar     I      L
  14515.9197   6887.088119   3.839   Ar     I      L
  14410.0993   6937.663708   4.722   Ar     I      N
  14397.7579   6943.610523   4.236   Th     I      P
  14381.4649   6951.477124   3.812   Ar     I      N
  14363.3392   6960.249543   3.812   Ar     I      N
  14302.9125   6989.65526    4.541   Th     I      P
  14243.9935   7018.567528   3.82    Th     I      P
  14220.3219   7030.250958   5.172   Ar     I      N
  14142.9024   7068.735373   5.022   Ar     I      N
  14112.0908   7084.169001   4.158   Th     I      P
  14107.0428   7086.703961   3.512   Ar     I      N
  14065.8118   7107.477291   4.422   Ar     I      N
  14032.0848   7124.560689   3.78    Th     I      P
  14029.606    7125.819469   4.422   Ar     I      N
  13981.6036   7150.284392   3.541   Th     I      P
  13964.8977   7158.838154   4.112   Ar     I      N
  13945.307    7168.895141   4.381   Th     I      P
  13936.603    7173.372448   3.424   Th     I      P
  13884.9744   7200.045414   3.397   Th     I      P
  13871.6145   7206.979882   4.872   Ar     I      N
  13869.6392   7208.006314   4.202   Th     I      P
  13860.6336   7212.689565   3.64    Th     I      P
  13848.227    7219.151439   3.319   Th     I      P
  13760.5074   7265.171889   4.112   Ar     I      N
  13723.2369   7284.903267   3.591   Th     I      P
  13672.9139   7311.715419   4.572   Ar     I      N
  13664.8981   7316.004481   4.422   Ar     I      N
  13641.999    7328.285014   3.579   Th     I      P
  13618.0895   7341.151478   3.559   Th     I      P
  13600.1897   7350.813537   3.662   Ar     I      N
  13595.6047   7353.29255    4.872   Ar     I      N
  13560.8874   7372.117865   5.322   Ar     I      N
  13522.6211   7392.979599   4.262   Ar     I      N
  13463.7725   7425.29365    3.962   Ar     I      N
  13457.1632   7428.940503   3.953   Th     I      P
  13454.7857   7430.253226   3.613   Th     I      P
  13445.5306   7435.367797   4.422   Ar     I      N
  13443.8515   7436.29646    3.962   Ar     I      N
  13381.1108   7471.163605   3.512   Ar     I      N
  13362.8836   7481.354454   3.714   Th     I      P
  13358.8283   7483.62556    3.278   Th     I      P
  13357.5778   7484.326163   3.362   Ar     I      N
  13328.4985   7500.6551     2.912   Ar     I      N
  13311.1909   7510.407726   3.062   Ar     I      N
  13284.4818   7525.507848   3.191   Th     II     P
  13242.5909   7549.313767   3.534   Th     I      P
  13107.4063   7627.17483    3.437   Th     I      P
  13104.4744   7628.881301   2.912   Ar     I      N
  13034.1252   7670.056955   3.062   Ar     I      N
  12835.1953   7788.934115   3.957   Th     I      P
  12787.8531   7817.769853   4.232   Th     I      P
  12739.3428   7847.539388   4.205   Th     I      P
  12716.0579   7861.909446   2.462   Ar     I      N
  12709.494    7865.96977    3.715   Th     I      P
  12446.1079   8032.431249   3.788   Th     I      P
  12438.6957   8037.217764   2.912   Ar     I      N
  12424.9392   8046.116362   3.212   Ar     I      N
  12413.8438   8053.307955   3.812   Ar     I      N
  12251.9425   8159.727615   3.821   Th     I      P
  12236.8577   8169.786443   3.49    Th     I      P
  12211.2616   8186.911262   4.063   Th     I      P
  12114.3664   8252.393524   3.404   Th     I      P
#  12080.3567   8275.626506   3.874   Th     I      P
  12014.693    8320.855356   3.969   Th     I      P
  11877.8392   8416.726817   4.134   Th     I      P
  11876.0454   8417.998115   3.705   Th     I      P
  11871.4942   8421.225355   4.017   Th     I      P
  11837.3907   8445.486996   3.803   Th     I      P
  11835.9549   8446.511509   4.262   Th     I      P
  11774.9034   8490.305885   3.062   Ar     I      N
  11685.9368   8554.943992   3.327   Th     I      P
  11661.1607   8573.120489   3.885   Th     I      P
  11616.9119   8605.775647   3.812   Ar     I      N
  11597.1239   8620.459617   3.512   Ar     I      N
  11519.687    8678.407764   2.612   Ar     I      N
#  11478.9133   8709.234029   3.413   Th     I      P
  11428.0054   8748.030881   3.986   Th     I      P
  11414.6799   8758.243376   3.886   Th     I      P
  11410.1954   8761.685632   3.512   Ar     I      N
  11396.9605   8771.860292   3.263   Ar     II     W
  11361.6956   8799.086895   3.212   Ar     I      N
  11307.5983   8841.183227   3.392   Th     I      P
  11272.3451   8868.833307   3.714   Th     I      P
  11148.145    8967.640269   4.301   Th     I      P
  11048.8279   9048.250039   4.353   Th     I      P
#  10901.1562   9170.821948   2.609   Th     I      P
  0.           9203.962      0.      XX     0      0
  10788.9417   9266.206929   3.952   Th     I      P
  10777.2341   9276.273096   3.568   Th     I      P
  10761.8167   9289.562352   3.804   Th     I      P
  10759.5369   9291.530673   5.622   Ar     I      N
  10654.3399   9383.272149   3.509   Th     I      P
  10615.6654   9417.456971   2.089   Th     I      P
#  10599.7474   9431.599536   3.364   Th     I      P
  10556.006    9470.681818   3.753   Th     I      P
  10551.3297   9474.879195   4.238   Th     I      P
  10547.4896   9478.328794   3.169   Ar     I      W
  10528.4185   9495.497829   4.069   Th     I      P
  10526.5437   9497.189003   4.221   Th     I      P
  10514.959    9507.652426   2.574   Th     I      P
  10456.0207   9561.245166   3.626   Th     I      P
  10411.7224   9601.925116   3.103   Ar     II     W
  10381.833    9629.569247   3.551   Th     I      P
  10344.0975   9664.69825    3.821   Th     I      P
  10329.0176   9678.80832    2.763   Ar     II     W
#  10305.8536   9700.563011   4.019   Th     I      P
  10257.3196   9746.462788   4.37    Th     I      P
  10188.0839   9812.697557   3.945   Th     I      P
  10173.8258   9826.449598   4.324   Th     I      P
  10166.6109   9833.42312    4.378   Th     I      P
  9958.0604    10039.364012  3.764   Th     I      P
  9928.7757    10068.974981  3.799   Ar     I      W
  9886.9291    10111.592224  3.423   Ar     II     W
  9548.4337    10470.052823  6.222   Ar     I      N
  9541.1608    10478.033852  5.539   Ar     I      W
  0.           5231.159      0.      XX     0      0
  0.           5312.002      0.      XX     0      0
#  0.           5326.975      0.      XX     0      0
#  0.           5360.150      0.      XX     0      0
#  0.           5415.491      0.      XX     0      0
  0.           5421.346      0.      XX     0      0
#  0.           5499.255      0.      XX     0      0
  0.           5506.112      0.      XX     0      0
  0.           5509.993      0.      XX     0      0
#  0.           5573.353      0.      XX     0      0
#  0.           5587.026      0.      XX     0      0
  0.           5606.732      0.      XX     0      0
  0.           5615.319      0.      XX     0      0
#  0.           5691.710      0.      XX     0      0
  0.           5720.183      0.      XX     0      0
#  0.           5760.550      0.      XX     0      0
  0.           5888.592      0.      XX     0      0
  0.           5975.064      0.      XX     0      0
  0.           5994.128      0.      XX     0      0
  0.           6043.230      0.      XX     0      0
#  0.           6059.373      0.      XX     0      0
  0.           6114.920      0.      XX     0      0
#  0.           6169.822      0.      XX     0      0
#  0.           6172.280      0.      XX     0      0
  0.           6191.905      0.      XX     0      0
  0.           6198.222      0.      XX     0      0
  0.           6203.492      0.      XX     0      0
  0.           6205.860      0.      XX     0      0
  0.           6212.507      0.      XX     0      0
  0.           6224.527      0.      XX     0      0
  0.           6221.319      0.      XX     0      0
  0.           6327.277      0.      XX     0      0
  0.           6342.859      0.      XX     0      0
  0.           6384.719      0.      XX     0      0
#  0.           6411.899      0.      XX     0      0
#  0.           6416.315      0.      XX     0      0
  0.           6457.282      0.      XX     0      0
#  0.           6531.341      0.      XX     0      0
  0.           6554.160      0.      XX     0      0
  0.           6583.906      0.      XX     0      0
  0.           6588.539      0.      XX     0      0
  0.           6591.484      0.      XX     0      0
  0.           6662.268      0.      XX     0      0
  0.           6677.282      0.      XX     0      0
  0.           6752.832      0.      XX     0      0
  0.           6834.924      0.      XX     0      0
  0.           6911.226      0.      XX     0      0
  0.           7978.973      0.      XX     0      0
  0.           8665.485      0.      XX     0      0
  0.           8849.970      0.      XX     0      0
  0.           9203.962      0.      XX     0      0
  0.           9399.089      0.      XX     0      0
  0.           9632.644      0.      XX     0      0
  0.           10089.13      0.      XX     0      0
  0.           3559.508      0.      XX     0      0
  0.           3561.781      0.      XX     0      0
  0.           3588.441      0.      XX     0      0
  0.           3700.978      0.      XX     0      0
  0.           3718.207      0.      XX     0      0
  0.           3721.825      0.      XX     0      0
  0.           3724.517      0.      XX     0      0
  0.           3727.902      0.      XX     0      0
  0.           3765.270      0.      XX     0      0
#  0.           3780.966      0.      XX     0      0
  0.           3837.875      0.      XX     0      0
  0.           3839.700      0.      XX     0      0
  0.           3868.530      0.      XX     0      0
  0.           3886.916      0.      XX     0      0
  0.           3898.437      0.      XX     0      0
#  12669.0601   7891.074479   3.962   Ar     I      N
  0.           6032.124      0.      XX     0      0
  0.           5912.084      0.      XX     0      0
  0.           5804.141      0.      XX     0      0
  17234.1342   5800.829807   4.5     Th     I      L
  18047.9343   5539.2618     4.455   Th     I      L
#  0.           8478.358      0.      XX     0      0
#  0.           8478.358      0.      XX     0      0
  0.           7567.741      0.      XX     0      0
  12000.856    8330.449354   4.426   Th     I      P
  0.           9985.050      0.      XX     0      0
  0.           9970.463      0.      XX     0      0
  0.           9987.635      0.      XX     0      0
  0.           9993.863      0.      XX     0      0
